P,PET,Tmax,Tmin,R
0.07,1.9563,12.1278,-1.7111,0.902
0.03,1.733,5.45,-5.7778,0.909
0,1.6254,10.5444,-6.0167,0.917
0,1.5179,15.4611,-2.2278,0.926
0,1.4724,17.5,1.1556,0.935
0.17,1.4393,18.4167,0.9778,0.944
1.67,1.4145,18.0778,5.2056,0.954
0.02,1.4228,14.1,4.3056,0.964
8.28,1.3814,12.3444,4.6556,0.974
4.08,1.7578,15.5556,6.2889,0.985
0,1.7205,14.2444,-1.2222,0.997
0,1.5675,15.4167,-1.0278,1.008
11.84,1.4062,12.8611,4.1444,1.021
16.64,2.4071,12.0389,6.8278,1.033
0.99,4.1773,9.7389,-0.9111,1.046
0.25,2.647,10.9167,-5.5056,1.059
0.08,1.9563,15.4056,-3.55,1.073
17.74,1.7784,13.5722,1.4722,1.087
0.15,2.6429,12.5111,-2.8389,1.101
0.02,2.6842,16.1611,-2.8444,1.116
0.01,2.1672,17.7833,-2.5944,1.131
0.36,1.8612,21.0389,1.3167,1.147
15.35,1.7081,19.6556,7.1889,1.163
10.4,3.0192,18.55,7.9444,1.179
0.06,3.7968,14.3,-1.2056,1.196
0.09,2.585,16.1389,-3.7,1.212
2.5,2.0845,15.3056,1.4333,1.23
0.01,1.8943,16.3111,-1.3111,1.247
6.89,1.7619,16.7167,1.8278,1.265
33.35,3.7141,15.1833,6.0611,1.283
0.1,7.5274,12.7944,-2.0333,1.302
1.26,4.0946,14.0722,0.5444,1.321
0,3.1309,18.3278,-1.4889,1.34
0.17,2.4402,21.5056,3.3611,1.359
0.12,2.0721,21.9056,8.1444,1.379
44.17,3.2715,19.0833,12.0944,1.399
0.22,7.486,13.9111,4.7556,1.419
7.01,3.9457,9.1222,-1.4167,1.44
8.16,3.9622,14.5056,1.2667,1.461
0,3.7926,13.5722,0.0944,1.482
0.03,2.8,13.4,-4.2056,1.503
21.12,2.647,15.9222,1.85,1.525
0.96,4.26,16.2167,8.3444,1.546
0.46,3.2839,12.7111,-0.6333,1.569
0.06,2.7214,2.6167,-7.9833,1.591
0,2.283,2.7167,-10.5611,1.613
0.11,2.0886,14.0722,-5.8944,1.636
0.01,1.9811,13.7778,0.9111,1.659
0.16,1.9439,11.2556,1.8444,1.682
14.49,1.8736,9.9167,2.3222,1.705
11.27,2.2996,13.7444,5.1,1.729
0,3.0647,14.1667,-1.3778,1.753
0.18,2.6801,16.0833,-1.3389,1.777
0,2.2169,20.5389,-0.2389,1.801
0,1.9977,15.2167,1.2722,1.825
0.35,1.9273,8.6056,-0.5056,1.849
1.88,1.8612,15.2667,1.6889,1.874
0.03,1.8446,22.5944,4.3889,1.898
0,1.7826,26.5222,7.5167,1.923
0,1.766,28.2833,9.6944,1.948
0,1.7247,28.3278,10.5889,1.973
0.02,1.6378,27.1222,10.3611,1.998
0.77,1.642,23.6611,12.7333,2.023
17.62,1.6213,21.8111,15.7722,2.049
42.2,3.0399,18.8889,12.8222,2.074
0.41,10.0917,16.6833,5.15,2.1
1.56,4.715,18.9389,4.4667,2.125
1.6,3.5197,11.7833,-2.6222,2.151
0.01,3.1557,14.9778,-3.6278,2.176
0,2.6304,19.3167,-1.6778,2.202
0,2.3451,22.0222,3.0833,2.228
0.74,2.0514,17.6722,4.9278,2.254
1.57,1.8901,13.3278,3.7556,2.28
0.05,1.9273,13.55,4.0111,2.306
0,1.795,14.8222,-0.3611,2.331
0.03,1.7247,15.3556,-0.7111,2.357
11.81,1.8074,12.0167,3.8833,2.383
7.95,1.9149,12.6389,4.2722,2.409
6.62,2.0762,19.2944,6.9222,2.435
2.13,2.3782,24.2167,6.9722,2.461
2.1,2.2623,23.9111,6.7,2.486
0.01,2.2127,16.6833,3.9,2.512
0.03,1.886,14.1,1.5778,2.538
0.04,1.7867,19.9778,3.4667,2.564
10.59,1.7371,19.3278,6.0611,2.589
1.53,1.9977,12.1944,0.2833,2.615
0.19,1.9935,14.8056,-3.6333,2.64
0.08,1.733,17.8167,-2.2556,2.665
10.54,1.642,18.6778,3.6278,2.691
0.2,2.0307,16.8056,7.5889,2.716
0.04,2.221,12.7389,-0.9,2.741
0.07,1.8281,15.1,-2.5722,2.766
10.21,1.6833,18.2778,1.6611,2.79
6.15,3.5983,21.0944,6.8556,2.815
0.74,2.7669,22.5833,8.2722,2.84
0.51,2.039,24.1667,7.0444,2.864
0.07,1.7784,18.6056,0.5778,2.888
0.11,1.6833,17.3167,-1.1,2.912
0.19,1.613,20.7389,5.5667,2.936
2.63,1.5841,21.1056,10.7333,2.96
0.05,1.6006,23.3944,9.8667,2.983
0.08,1.5965,26.3778,6.3778,3.007
0.12,1.5427,28.7611,9.1167,3.03
0,1.4931,30.3889,11.1778,3.053
0.04,1.4269,31.0556,12.0944,3.076
0,1.307,30.4389,11.7222,3.098
17.33,1.2242,26.2556,10.9556,3.12
2.15,1.4476,19.6389,8.5389,3.143
1.51,1.4765,23.9611,10.5944,3.164
7.33,1.3359,28.6111,13.7444,3.186
10.29,1.6047,26.0611,13.5278,3.207
5.1,2.494,23.4333,13.3556,3.228
11.58,2.6015,23.9056,14.5611,3.249
6.42,2.8497,24.6167,15.0222,3.27
2.02,2.9117,20.7556,6.5778,3.29
0.05,2.2541,21.9389,4.55,3.31
0.1,1.8239,25.3833,5.6444,3.33
11.44,1.5717,23.4444,10.4333,3.349
18.42,2.7545,23.1556,12.9778,3.369
0.07,4.5082,21.7944,6.1667,3.387
0.14,2.5105,23.2889,7.3889,3.406
1.26,1.9852,24.6389,12.9944,3.424
0.23,1.857,27.3167,11.4778,3.442
0.05,1.6461,28.45,12.5944,3.46
0.76,1.522,29.0111,14.9389,3.477
1.89,1.5013,27.2278,16.65,3.494
0.01,1.4848,25.0222,11.6556,3.511
0.06,1.4145,26.8278,8.1056,3.527
5.25,1.3442,27.0444,12.4722,3.543
8.44,1.3524,27.7,15.1222,3.558
16.8,2.0556,23.4056,12.6667,3.573
0.08,2.2417,20.4278,9.1611,3.588
0.21,1.8694,23.0722,10.0389,3.603
0.93,1.5344,23.0333,12.4556,3.617
6.21,1.4641,27.3056,15.1556,3.63
16.74,1.5551,27.7722,15.8167,3.644
33.55,3.7223,23.2889,14.6611,3.657
7.85,6.2039,20.4889,12.9889,3.669
0.02,3.9291,22.9278,10.3056,3.682
0,3.0606,24.6944,11.9889,3.693
0.02,2.068,26.1389,12.8444,3.705
0.08,1.8239,25.2444,15.7222,3.716
0.18,1.7081,27.2611,17.6944,3.726
0.13,1.6254,26.4389,15.5944,3.736
0,1.5675,24.1944,10.7833,3.746
0,1.4807,27.55,11.4722,3.756
0.12,1.4228,30.4778,15.75,3.765
2.22,1.3731,32.1778,17.9722,3.773
4.68,1.4186,31.6056,17.8444,3.781
1.01,1.3731,29.4722,17.7278,3.789
0.44,1.3359,27.1111,14.0833,3.796
0,1.2739,26.05,10.7,3.803
0,1.2987,28.4611,10.4,3.809
1.34,1.1746,31.1889,13.8611,3.815
8.31,1.1663,29.2833,18.5778,3.821
0.06,1.2697,27.0444,18.0111,3.826
0.05,1.3028,29.35,16.5611,3.831
0.08,1.2408,31.8944,16.7167,3.835
0.3,1.1374,31.1444,17.9167,3.839
0,1.0795,29.9778,13.9611,3.842
1.54,1.0174,31.2389,18.3333,3.845
2.95,1.0009,31.2389,17.6278,3.847
0.51,0.9843,28.9389,18.4111,3.849
0.12,0.9843,27.4,13.7167,3.851
0.02,0.9554,28.1833,12.0333,3.852
0.03,0.8975,29.7556,12.9111,3.853
2.75,0.8727,31.1,15.5111,3.853
0.18,0.8892,32.3222,15.9222,3.853
0.07,0.8768,32.9167,16.8333,3.852
0.1,0.852,33.0722,19.0389,3.851
2.52,0.8024,32.5111,20.7278,3.849
0.07,0.8024,28.8556,15.4556,3.847
0,0.8189,30.0333,12.4,3.845
0.02,0.8065,32.9167,14.0111,3.842
0,0.7982,33.9444,16.7111,3.839
0.11,0.79,33.4444,20.0667,3.835
0.04,0.7858,32.1444,16.7444,3.831
0.44,0.7776,31.65,19.1111,3.826
1.08,0.7858,34.9944,19.4222,3.821
4.03,0.8272,35.2167,20.9611,3.816
4.04,0.9099,34.7111,19.7444,3.81
5.75,1.034,32.0389,19.9278,3.803
31.18,1.0133,28.95,19.3111,3.797
40.32,2.6883,26.9833,19.5167,3.789
10.71,5.3767,27.8389,19.8444,3.782
0.38,2.9779,29.4611,16.1944,3.774
9.37,1.8612,30.0833,17.3833,3.765
2.77,2.1093,30.0111,17.3444,3.756
1.24,1.9025,29.8389,18.4944,3.747
1.91,1.6957,29.1444,18.7611,3.737
5.21,1.2449,30.65,19.0611,3.727
3.27,1.2408,31.0778,18.8167,3.717
0.17,1.3028,30.5,19.0389,3.706
0.04,1.0547,29.4944,18.4389,3.694
0.08,0.9223,28.8333,17.3833,3.683
0,0.823,29.4667,16.1056,3.67
0,0.79,29.4556,15.2944,3.658
0.05,0.7486,29.6611,18.3444,3.645
0.84,0.7114,30.4722,17.3222,3.632
0.15,0.6824,31.6944,18.4667,3.618
0.03,0.6866,31.5222,18.9722,3.604
0.13,0.7031,29.8389,17.1444,3.59
0.44,0.6659,28.5278,16.6167,3.575
0.04,0.6617,29.7444,16.5167,3.56
0.08,0.6493,31.6556,17.45,3.544
11.94,0.6369,30.9722,19.3222,3.528
18.35,0.8065,29.0889,20.0778,3.512
0,1.3194,28.1,16.2944,3.495
0.48,1.0092,26.7056,15.2167,3.479
1.04,1.0381,26.2333,17.6222,3.461
9.61,0.8851,27.2556,16.6333,3.444
0.02,0.9099,28.6667,14.9778,3.426
0.12,0.8272,30.5722,15.6,3.408
0.82,0.8065,30.7778,16.9722,3.389
2.23,0.7527,30.4889,17.5167,3.37
4.59,0.7651,29.6667,18.1667,3.351
11.9,0.8065,29.9611,18.7556,3.332
0.37,1.4021,29.2444,17.6833,3.312
0.05,1.1705,30.8778,18.0222,3.292
4.31,0.8272,32.4167,18.8444,3.272
1.59,0.7486,32.8389,19.4444,3.251
1.94,0.7776,29.7833,19.8278,3.23
7.78,0.6948,26.8944,19.4556,3.209
29.03,1.2408,27.2944,19.3389,3.188
3.7,2.1507,27.8278,19.7611,3.166
3.22,2.6056,28.6778,19.7611,3.145
2.51,2.5643,31.1111,19.8444,3.122
0.63,2.4816,32.4611,18.7389,3.1
0,2.068,33.5833,17.7222,3.078
0.14,1.6916,31.9611,18.0278,3.055
0.08,1.034,28.6056,16.45,3.032
0.1,1.005,28.0222,16.2889,3.009
0,0.9223,29.2722,14.7222,2.986
0,0.7776,31.3222,15.8944,2.962
0,0.7155,31.4833,18.4944,2.938
0,0.6535,29.2111,17.0556,2.914
0,0.6824,30.6444,14.1833,2.89
0.26,0.6452,32.7167,16.3833,2.866
1.01,0.6163,33.8056,18.1833,2.842
0.24,0.608,31.3611,19.0611,2.817
3.28,0.6038,27.25,19.3444,2.793
4.44,0.6287,30.3278,18.9556,2.768
5.91,0.7321,29.2056,18.0833,2.743
5.51,0.7321,28.9111,17.5333,2.718
7.59,1.3152,26.1389,18.5111,2.693
2.15,1.0464,26.7667,18.6333,2.668
0.15,1.1002,26.9889,16.6222,2.642
0.05,0.9058,26.0944,11.4111,2.617
0,0.7279,24.0944,10.0389,2.591
0.01,0.6742,22.5778,6.05,2.566
0.95,0.5873,23.1389,9.0222,2.54
0.28,0.5956,26.9667,14.9667,2.515
0.15,0.6245,24.9,15.3556,2.489
3.16,0.6245,26.6556,16.1278,2.463
0.06,0.6287,22.9444,9.3556,2.437
0.06,0.6245,19.4778,4.9889,2.411
0,0.5997,22.6833,3.1667,2.385
0,0.5749,25.7556,5.7889,2.36
0,0.5873,27.0556,8.3778,2.334
0,0.5873,26.1444,9.2167,2.308
0,0.5873,25.55,10.85,2.282
0.36,0.5914,25.0611,12.2944,2.256
2.82,0.5997,21.9,12.5278,2.23
0.05,0.6163,25.3222,8.15,2.205
0.09,0.6328,25.6833,8.5111,2.179
9.49,0.6287,24.6111,13.8222,2.153
0.03,0.67,25.8444,8.5444,2.127
0,0.7155,27.0722,7.2111,2.102
0.22,0.6493,28.1389,7.6111,2.076
0.01,0.67,27.7889,12.9167,2.051
0.05,0.6038,27.8333,14.5556,2.026
72.94,0.67,24.9167,14.6556,2
13.22,6.7416,19.9833,14.3722,1.975
78.5,4.9631,20.3556,15.0944,1.95
4.58,8.2718,22.3667,16,1.925
0.03,7.2379,24.75,13.7444,1.901
0,3.5983,24.5556,9.7889,1.876
0.07,3.164,23.3333,6.2278,1.851
0.06,2.9034,22.7722,6.9722,1.827
36.71,2.6553,22.25,12.1111,1.803
0.06,3.6313,18.6111,2.2944,1.779
0.02,2.4071,17.6,1.0722,1.755
0,1.9356,21.3333,3.7111,1.731
66.92,1.857,19.2611,8.9278,1.708
6.17,10.133,21.0389,13.6333,1.684
0.14,13.5245,20.5944,7.4111,1.661
8.39,5.0045,16.2111,5.7167,1.638
0.17,3.1764,12.1556,3.2667,1.615
0,2.2417,16.1722,-1.6278,1.593
0.01,1.8115,17.65,0.4389,1.571
0.01,1.5386,17.6556,-0.1111,1.548
0,1.4558,20.4444,-1.1722,1.527
0,1.3359,24.2889,1,1.505
0,1.2656,25.2389,2.5944,1.484
0,1.2077,24.5444,3.1667,1.463
0,1.1663,24.8611,3.1944,1.442
0,1.1457,22.9944,3.2667,1.421
3.78,1.1374,21.7,6.0722,1.401
0.44,1.1498,19.1222,3.8611,1.381
0.01,1.1622,18.0944,-0.3333,1.361
0.07,1.1208,14.3778,0.1222,1.342
34.59,1.1126,9.45,0.7889,1.322
2.39,2.6842,12.3056,3.1389,1.304
0.03,2.5188,14.6056,0.8333,1.285
0,1.8239,17.6,3.7333,1.267
0,1.4476,15.5222,1.1111,1.249
0,1.278,16.9278,-1.5556,1.231
0,1.2201,20.3167,-0.7889,1.214
0.05,1.187,21.0722,1.7611,1.197
0.06,1.1663,15.9611,4.3222,1.181
0,1.1291,15.5222,-1.9333,1.164
0,1.1043,16.8611,-3.1222,1.148
0,1.0836,18.45,1.6833,1.133
0.01,1.0547,18.1278,0.4556,1.118
0.03,1.0257,19.4722,1.4833,1.103
0.86,1.0381,18.8778,6.6944,1.088
0.02,1.0423,18.05,5.1056,1.074
0,1.0381,21.4556,4.1444,1.061
0.02,1.0174,22.3278,1.9889,1.047
0,0.9719,22.45,3.9833,1.034
5.38,0.9926,22.4833,9.2722,1.022
1.35,1.1705,17.2944,5.9222,1.009
0.01,1.0795,11.6056,-3.4833,0.998
0,0.9678,15.1611,-5.2278,0.986
1.38,0.9513,16.35,0.0222,0.975
24.37,1.0216,15.6222,7.3167,0.965
0.49,2.6387,13.3611,1.8944,0.955
0,1.704,7.2889,-4.3667,0.945
0.04,1.4062,13.7389,-5.3833,0.935
1.14,1.1581,9.3278,-1.6722,0.926
0.26,1.1539,9.6,0.5056,0.918
0,1.1084,13.3,-1.7222,0.91
0,1.0671,17.2333,-2.0778,0.902
0,1.0464,15.7,-1.0722,0.895
0,1.005,17.1778,-1.5056,0.888
0.15,0.9843,16.7778,0.3833,0.882
0.29,0.9802,12.2722,3.8611,0.876
1.2,0.9761,10.5944,2.4889,0.87
0.1,0.9802,12.9833,4.4944,0.865
2.47,0.9885,10.55,3.2056,0.86
7.58,0.9968,16.9889,5.3722,0.856
0.33,1.0877,16.3556,7.1889,0.852
6.15,1.0753,10.1111,2.4389,0.849
2.85,1.1043,11.6833,3.6778,0.846
1.89,1.1332,15.7889,7.7889,0.844
40.56,2.8951,18.4778,11.7278,0.842
1.45,7.0311,13.7722,-0.6444,0.84
0.13,4.5495,3.4333,-9.4056,0.839
0,3.3087,4.9333,-6.6,0.838
12.54,2.068,2.6667,-3.3833,0.838
1.85,1.9067,6.1278,-1.7667,0.838
0.47,1.977,11.4222,2.1,0.839
2.75,1.8363,18.1556,6.2333,0.84
1.86,1.6544,15.6,4.1833,0.842
0.07,1.5923,7.1333,-3.3333,0.84
0.01,1.5551,13.2722,-1.0278,0.849
2.8,1.4517,10.0222,-1.5333,0.852
0.06,1.4434,8.5389,0.8556,0.856
0.01,1.3814,8.2556,-0.8667,0.86
0.12,1.3152,14.1333,1.4111,0.865
14.18,1.5551,12.0111,3.5278,0.87
4.16,1.9894,4.3667,-0.3722,0.875
0.32,1.7164,7.85,0.3111,0.881
0.51,1.5717,8.4111,0.8722,0.888
45.44,3.7223,6.5167,1.5333,0.894
0.78,5.7903,10.9056,1.9667,0.902
0,3.805,6.95,-1.2111,0.909
0.07,2.2748,10.25,-6.7889,0.917
7.37,2.618,11.2222,-5.2389,0.926
14.72,4.0573,15.4833,1.8889,0.935
0.02,3.3708,12.2444,2.2389,0.944
0.06,2.9944,10.0056,-1.0944,0.954
5.03,2.7421,8.2833,-0.7111,0.964
9.85,3.2715,10.7667,1.6556,0.974
0.28,2.9861,7.0722,-2.0167,0.985
0.01,2.5188,0.3778,-8.7444,0.997
0,1.9852,5.4167,-10.4111,1.008
0.07,1.7371,4.2333,-5.1611,1.021
0,2.068,5.3444,-6.25,1.033
0.02,1.9439,7.3944,-8.2333,1.046
0,2.1507,11.3278,-6.5,1.059
0,1.9439,14.6444,-0.3167,1.073
0.12,1.4434,13.1,0.0611,1.087
3.48,1.4145,13.6389,4.8944,1.101
0.14,1.4517,11.6056,1.3833,1.116
0.01,1.3897,10.2944,-7.15,1.131
0.03,1.3235,14.4889,-6.0389,1.147
0,1.2821,18.9,-4.4056,1.163
0.02,1.278,21.35,-2.8389,1.179
0,1.2615,21.3444,-0.3778,1.196
9.75,1.2904,16.5833,6.4111,1.212
0.67,1.4103,16.6056,9.0389,1.23
0.04,1.431,12.9556,4.1167,1.247
0,1.3276,16.75,-2.3667,1.265
0,1.3028,14.7667,-0.9611,1.283
0,1.2615,11.6889,-0.5667,1.302
0,1.2201,10.9889,-1.9056,1.321
9.45,1.2036,10.6056,-1.0333,1.34
4.17,1.3235,11.7333,3.0722,1.359
0.48,1.3897,4.3944,-7.4833,1.379
0.04,1.1167,-0.5389,-13.2833,1.399
4.28,1.1705,5.6833,-10.3056,1.419
18.83,1.3731,7.6111,-0.4833,1.44
4.39,1.9646,16.1222,3.2111,1.461
4.06,2.101,17.6056,8.8722,1.482
0.01,2.1838,17.3389,4.2111,1.503
0.01,2.0101,16.3278,4.6333,1.525
0.69,1.7619,12.5778,2.7611,1.546
0,1.5386,12.5944,-1.35,1.569
3.31,1.4558,14.5611,0.6944,1.591
1.17,1.5137,9.4167,-0.6833,1.613
0.18,1.3814,9.7444,-4.7778,1.636
0.51,1.3607,14.7778,-4.3056,1.659
9.33,1.3111,16.5667,-1.3,1.682
7.63,1.4269,17.9,5.6833,1.705
32.09,2.4857,16.3722,8.6667,1.729
0.98,6.4107,11.3889,2.1389,1.753
0.01,2.8745,15.6167,-1.1389,1.777
5.56,2.6139,15.7556,2.3889,1.801
0.11,2.1052,15.7333,5.5722,1.825
1.76,2.0018,11.9111,1.6222,1.849
0.28,1.7164,11.1556,-5.3167,1.874
0.19,1.5799,8.6944,-2.7167,1.898
0,1.5551,11.2833,-2.8611,1.923
0.68,1.4931,10.1667,-2.6944,1.948
7.25,1.4641,8.4833,1.4,1.973
1.63,1.5427,10.0222,2.1889,1.998
0.03,1.5055,12.6778,1.4556,2.023
0,1.431,15.5389,-1.4667,2.049
3.99,1.3483,16.0611,0.3833,2.074
12.19,1.7495,17.8722,5.0389,2.1
0.05,2.0845,14.1389,4.0944,2.125
0.1,1.675,19.8611,1.6889,2.151
0,1.4972,23.8056,6.2056,2.176
4.17,1.4517,26.05,9.7667,2.202
6.29,1.5055,23.6167,12.8667,2.228
0.11,1.704,22.8167,11.4222,2.254
0,1.5344,23.0611,7.0833,2.28
0.14,1.46,23.9556,3.5333,2.306
0.03,1.3855,23.5611,7.7,2.331
3.54,1.4269,24,12.6833,2.357
76.84,4.1773,17.9278,9.6389,2.383
2.57,14.1862,12.0611,2.3889,2.409
0.02,6.8243,12.3222,-2.4056,2.435
0,4.1359,17.3333,-0.2333,2.461
0,3.6603,19.3833,-0.2,2.486
0,2.891,18.7667,1.3944,2.512
0.18,2.3161,20.4778,2.6667,2.538
4.9,1.9149,19.4667,8.5833,2.564
0.05,1.9191,25.0222,6.8389,2.589
0,1.795,27.4444,7.7056,2.615
2.35,1.7164,27.1611,11.1333,2.64
8.91,1.6999,26.6556,13.9222,2.665
0.52,1.7205,24.7722,11.1722,2.691
0,1.8115,22.5833,3.5833,2.716
0.21,1.6626,20.1833,5.1944,2.741
12.95,1.5758,15.9444,6.5889,2.766
1.87,1.8446,17.8444,7.7111,2.79
17.56,1.9149,22.7167,8.4944,2.815
0,3.7471,26.1944,8.5556,2.84
0,2.4361,28.5056,9.0722,2.864
0.99,1.9604,27.2444,9.2389,2.888
41.56,1.8446,20.5722,8.0556,2.912
8.41,4.839,17.2944,7.6944,2.936
6.34,4.26,15,6.2722,2.96
0.02,4.5495,13.9389,3.5556,2.983
0.4,3.652,19.2444,2.1111,3.007
0,3.1185,21.8111,6.0611,3.03
0.02,2.4278,22.0833,2.8722,3.053
0.47,2.1093,20.6611,7.7889,3.076
18.5,1.8694,21.1889,12.0944,3.098
9.4,2.5684,27.2111,14.9389,3.12
22.72,3.7223,27.05,16.4111,3.143
0.99,7.4447,25.0611,16.1556,3.164
0.78,4.5495,26.6389,10.5944,3.186
0.19,3.1847,25.0111,10.7444,3.207
0.18,2.3906,27.3111,7.3444,3.228
0.11,2.0886,26.8389,12.0389,3.249
1.52,1.9273,24.4778,14.9278,3.27
8.83,1.886,25.7056,15.7611,3.29
0.41,2.1465,23.9222,8.95,3.31
0.02,1.9397,24.8333,6.55,3.33
3.85,1.7743,23.4444,11.5944,3.349
0.43,1.7081,26.3222,13.7722,3.369
0.37,1.733,26.6667,14.6722,3.387
4.99,1.7371,27.15,16.0556,3.406
0.49,1.8322,28.0667,15.9944,3.424
11.52,1.7247,28.55,17.0667,3.442
1.35,1.9563,29.3889,15.8111,3.46
13.11,1.9191,28.9222,16.25,3.477
1.56,1.8363,29.7833,17.4889,3.494
13.52,2.3244,30.0556,16.5111,3.511
11.56,4.6322,23.0833,11.1056,3.527
24.13,4.3841,14.9778,9.3167,3.543
7.74,5.4181,21.3556,11.0222,3.558
0.1,4.9217,26.0389,13.9,3.573
0,3.164,27.7222,13.9167,3.588
0,2.4981,28.2167,15.6278,3.603
0.16,2.1672,29.4389,15.5667,3.617
1.21,1.9273,30.0333,16.9611,3.63
4.81,1.8363,29.9667,19.6444,3.644
3.48,1.8694,29.6278,19.7333,3.657
0.43,2.1465,31.3833,17.9222,3.669
1.26,1.9522,31.5944,17.9778,3.682
1.14,1.7205,32.7722,18.75,3.693
2.6,1.7454,32.1222,19.8722,3.705
12.9,1.6957,30.3333,18.4444,3.716
1.67,2.2334,29.6556,17.0722,3.726
0,1.8198,28.7389,17.9444,3.736
0,1.6337,26.1444,11.6611,3.746
0,1.4889,23.8167,10.3167,3.756
0,1.4476,23.7056,9.1,3.765
0,1.4062,25.5111,8.9611,3.773
0,1.4062,27.8222,11.1833,3.781
0,1.3649,29.0444,11.2,3.789
0.35,1.3235,29.0222,13.4889,3.796
2.12,1.2821,28.0778,17.0889,3.803
0.12,1.3235,30.3722,16.2833,3.809
0.26,1.3235,30.8111,16.7278,3.815
3.17,1.3028,31.0611,17.3556,3.821
11.18,1.4062,31.4833,18.9833,3.826
7.98,1.6544,30.3333,17.8833,3.831
16.48,2.1507,29.4722,18.3556,3.835
9.31,3.3087,27.2833,19.2333,3.839
1.49,2.4816,28.0111,19.6111,3.842
10.92,1.7495,29.0889,19.5333,3.845
1.56,1.6337,29.3444,19.3778,3.847
0.38,2.2169,28.1333,18.5,3.849
0.49,1.5386,24.4,16.1,3.851
0.1,1.3566,23.7778,15.5889,3.852
1.13,1.2697,23.6389,15.4278,3.853
0.05,1.2325,27.0556,15.6833,3.853
0.57,1.249,30.8222,16.0111,3.853
0.35,1.2201,32.0667,18.0222,3.852
1.7,1.1663,32.4722,20.0333,3.851
0.11,1.2449,33.1889,19.8444,3.849
2.25,1.1829,33.4556,20.6167,3.847
10.28,1.2077,32.1278,19.6611,3.845
6.97,1.4889,31.9722,19.3278,3.842
5.46,1.3235,30.4444,18.9556,3.839
0.04,1.6296,31.6389,18.0167,3.835
0.85,1.3897,33.2,19.0667,3.831
1.05,1.187,32.7278,19.4833,3.826
0.11,1.0877,32.1889,17.95,3.821
4.67,1.0009,31.9722,18.1,3.816
0.99,1.1291,31.1833,18.8611,3.81
6.26,1.1663,31.2056,19.9722,3.803
2.26,1.1043,31.9167,20.5444,3.797
0,1.1953,30.9111,19.45,3.789
0.02,1.0671,29.9778,16.35,3.782
0.5,0.9637,29.2778,16.8778,3.774
4.91,0.8892,28.8278,17.85,3.765
1.8,0.8479,28.7444,18.4167,3.756
6.83,1.0009,30.7167,20.0833,3.747
1.21,1.1332,32.7056,19.9889,3.737
0.16,1.2573,33.7111,20.3111,3.727
0.18,1.2863,34.0889,20.2333,3.717
1.51,1.0174,34.0944,20.9778,3.706
19.79,0.8685,33.4444,20.8833,3.694
6.59,0.852,32.1278,19.1556,3.683
10.83,1.4186,29.8444,19.7722,3.67
5.15,1.3483,26.6444,20.1444,3.658
7.06,1.3194,24.3056,18.4611,3.645
2.16,1.3318,24.3333,18.2222,3.632
1.99,1.3359,26.8444,17.5556,3.618
0.17,1.2284,29.4278,18.3944,3.604
1.96,1.1043,29.3944,18.5833,3.59
1.8,1.0919,29.5,18.2056,3.575
0.06,1.0216,33.0167,18.4944,3.56
0.3,0.914,33.4278,18.9833,3.544
0.13,0.8768,31.2611,18.6611,3.528
6.9,0.8313,31.3667,18.9444,3.512
8.18,0.9761,30.7167,19.2556,3.495
8.43,1.3359,31.4667,19.1,3.479
2.53,1.2366,30.1778,19.7,3.461
1.81,1.1911,28.6278,19.6333,3.444
0.12,1.0092,28.2278,16.0667,3.426
7.33,0.9182,25.55,16.7,3.408
0.81,0.914,24.3389,16.15,3.389
17.29,0.8975,23.5389,17.1056,3.37
0.54,1.2821,26.95,15.7833,3.351
0,1.1415,29.3833,14.35,3.332
0,0.9926,29.8,14.8389,3.312
0.04,0.8603,30.6333,15.9333,3.292
2.88,0.8189,30.2778,17.6778,3.272
1.2,0.7693,28.2889,16.35,3.251
0,0.8355,26.8667,13.2222,3.23
0,0.761,27.6111,13.1333,3.209
0,0.6742,29.1,12.9611,3.188
0.1,0.7238,29.7556,14.6556,3.166
0.89,0.7114,27.2556,17.7389,3.145
0.53,0.7031,25.4722,18.5222,3.122
5.23,0.7155,27.6611,19.2611,3.1
11.71,0.8189,28.15,19.8556,3.078
0.38,1.3897,30.3,18.85,3.055
0.11,0.9182,31.6889,18.7444,3.032
2.1,0.8106,32.0667,18.4611,3.009
0.06,0.7651,28.0167,18.5278,2.986
0.08,0.7941,24.0889,15.3833,2.962
0.03,0.7321,23.7333,13.6278,2.938
0.45,0.7072,27.7667,13.7,2.914
2.33,0.699,28.2,15.8389,2.89
1.63,0.7403,27.3944,18.1444,2.866
1.14,0.7527,27.5722,17.0111,2.842
0.07,0.7279,27.9944,15,2.817
0,0.6659,28.3167,13.0833,2.793
0.14,0.6617,27.3,13.0722,2.768
0.09,0.6493,30.0667,16.1833,2.743
0.37,0.6617,30.3611,15.7778,2.718
5.54,0.6121,29.4611,17.0333,2.693
1.46,0.6245,32.6278,18.1889,2.668
1.55,0.67,32.5444,18.0444,2.642
0.2,0.6452,33.2167,18.25,2.617
0.54,0.6576,32.4278,19.2722,2.591
1.14,0.6452,30.1389,19.6167,2.566
11.17,0.6369,28.2333,18.5389,2.54
0.51,0.8189,21.3556,9.5222,2.515
0,0.7858,20.8,6.1278,2.489
0,0.6535,21.4056,4.9833,2.463
0.11,0.6245,23.6111,7.8389,2.437
2.27,0.6245,22.7556,11.5333,2.411
